id,code,comment,label,GeneratedComment,BERTScore
62,"public String undo(){
  if (!canUndo()) {
    return """";
  }
  UndoAction undoAction=m_undoStack.get(m_nCurrentEditAction);
  m_bNeedsUndoAction=false;
  undoAction.undo();
  m_bNeedsUndoAction=true;
  m_nCurrentEditAction--;
  return undoAction.getUndoMsg();
}
",undo the last edit action performed on the network .,what,Undoes the last performed action and returns a message describing what was undone.,0.8728210926055908
63,"@Override public Segment intersect(long from,long to){
  long start=Math.max(from,this.segmentStart);
  long end=Math.min(to,this.segmentEnd);
  if (start <= end) {
    return new SegmentRange(start,end);
  }
 else {
    return null;
  }
}
",returns a segment that is the intersection of this segment and the interval .,property,The intersection is a new segment from the maximum of the starts to the minimum of the ends.,0.8619887828826904
64,"private static BigDecimal doAdd(final BigDecimal v1, final BigDecimal v2) {
        BigDecimal total = v1;
        if (v1 != null && v2 != null) {
            total = v1.add(v2);
        } else if (v2 != null) {
            total = v2;
        }
        return total;
    }",add 2 bigdecimal safely ( i . e . handles nulls as zeros ),noisy,"```java
// If both values are non-null, add them; otherwise, return the non-null value or the initial value.
```",0.8085843920707703
65,"public static String getVMStatus(String hostIpPort, String id) throws TargetException {

		if(id.startsWith(""urn:uuid:"")) id = id.substring(9);
		String status = null;
		URL url = null;
		try {
			CookieHandler.setDefault(new CookieManager(null, CookiePolicy.ACCEPT_ALL));
			url = new URL(""http://"" + hostIpPort + ""/compute/"" + id);
		} catch (MalformedURLException e) {
			throw new TargetException(e);
		}

		HttpURLConnection httpURLConnection = null;
		DataInputStream in = null;
		try {
			httpURLConnection = (HttpURLConnection) url.openConnection();
			httpURLConnection.setRequestMethod(""GET"");
			httpURLConnection.setRequestProperty(""Accept"", ""application/json"");

			in = new DataInputStream(httpURLConnection.getInputStream());
			ByteArrayOutputStream out = new ByteArrayOutputStream();
			Utils.copyStreamSafely(in, out);

			// Parse JSON response to extract VM status
			ObjectMapper objectMapper = new ObjectMapper();
			JsonResponse rsp = objectMapper.readValue(out.toString( ""UTF-8"" ), JsonResponse.class);
			status = rsp.getState();

		} catch (IOException e) {
			throw new TargetException(e);

		}  finally {
			Utils.closeQuietly(in);
			if (httpURLConnection != null) {
				httpURLConnection.disconnect();
			}
		}

		return status;
	}",retrieves vm status ( tested on ca only ) .,how-to-use,Retrieves the VM status by making a GET request to the `/compute/{id}` endpoint on the specified host.,0.8418627977371216
66,"	public int getSequenceNumber() {
		if (sequenceNumber == null)
			return Integer.MAX_VALUE;
  
		return sequenceNumber.getValue();
	}
",returns the flaps sequence number,property,"```java
// Defaults to a value that sorts last if the sequence number isn't set.
```",0.8444700241088867
67,"public String buildSelectDeleteFileMode(String htmlAttributes) {

        List<String> options = new ArrayList<String>(2);
        options.add(key(Messages.GUI_PREF_PRESERVE_SIBLINGS_0));
        options.add(key(Messages.GUI_PREF_DELETE_SIBLINGS_0));
        List<String> values = new ArrayList<String>(2);
        values.add(String.valueOf(CmsResource.DELETE_PRESERVE_SIBLINGS));
        values.add(String.valueOf(CmsResource.DELETE_REMOVE_SIBLINGS));
        int selectedIndex = values.indexOf(getParamTabDiDeleteFileMode());
        return buildSelect(htmlAttributes, options, values, selectedIndex);
    }",builds the html for the default delete file mode select box .,why,// Create a dropdown to let the user choose whether to preserve or remove sibling files during a deletion.,0.8646586537361145
68,"public static AccessibilityNodeInfoCompat searchFocus(TraversalStrategy traversal,AccessibilityNodeInfoCompat currentFocus,int direction,NodeFilter filter){
  if (traversal == null || currentFocus == null) {
    return null;
  }
  if (filter == null) {
    filter=DEFAULT_FILTER;
  }
  AccessibilityNodeInfoCompat targetNode=AccessibilityNodeInfoCompat.obtain(currentFocus);
  Set<AccessibilityNodeInfoCompat> seenNodes=new HashSet<>();
  try {
    do {
      seenNodes.add(targetNode);
      targetNode=traversal.findFocus(targetNode,direction);
      if (seenNodes.contains(targetNode)) {
        LogUtils.log(AccessibilityNodeInfoUtils.class,Log.ERROR,""Found duplicate during traversal: %s"",targetNode.getInfo());
        return null;
      }
    }
 while (targetNode != null && !filter.accept(targetNode));
  }
  finally {
    AccessibilityNodeInfoUtils.recycleNodes(seenNodes);
  }
  return targetNode;
}
",search focus that satisfied specified node filter from currentfocus to specified direction according to ordertraversal strategy,how-it-is-done,"Repeatedly finds the next node using the traversal strategy until one is found that passes the filter, aborting if a cycle is detected.",0.8411409258842468
69,"public static Integer findLimit(Map<String,String> operatorProperties) throws PlanGenException {
  String limitStr=getOptionalProperty(LIMIT,operatorProperties);
  if (limitStr == null) {
    return null;
  }
  Integer limit=Integer.parseInt(limitStr);
  if (limit < 0) {
    throw new PlanGenException(""Limit must be equal to or greater than 0"");
  }
  return limit;
}
","this function finds the "" limit "" value in the operator ' s properties .",what,Parses the non-negative limit value from the given operator properties.,0.8789887428283691
70,"public static boolean isFullCopyDetached(Volume volume,DbClient dbClient){
  boolean result=false;
  String replicaState=volume.getReplicaState();
  if (!isVolumeFullCopy(volume,dbClient) && replicaState != null && !replicaState.isEmpty()) {
    ReplicationState state=ReplicationState.getEnumValue(replicaState);
    if (state != null && state == ReplicationState.DETACHED) {
      result=true;
    }
  }
  return result;
}
",check if the full copy is detached .,what,// Checks if a volume that is not a full copy is in a detached state.,0.9054341912269592
71,"public static final String decode(String s,String enc) throws MalformedURLException, UnsupportedEncodingException {
  try {
    return URLDecoder.decode(s,enc);
  }
 catch (  IllegalArgumentException iae) {
    MalformedURLException mue=new MalformedURLException(""Invalid URI encoding: "" + s);
    mue.initCause(iae);
    throw mue;
  }
}
",decode a uri string ( according to rfc 2396 ) .,how-it-is-done,Rethrows an IllegalArgumentException from the decoder as a MalformedURLException.,0.8042652606964111
72,"  public void setNumFolds(int numFolds) {

    if (numFolds < 0) {
      throw new IllegalArgumentException(""Number of folds has to be positive or zero."");
    }
    m_NumFolds = numFolds;
  }
",sets the number of folds the dataset is split into,what,Sets the number of folds to a non-negative value.,0.8846970796585083
73,"public static void main(String args[]) {
        Statement stmts[] = null;
        try {
            stmts = getStatements(args[0]);
        } catch (Throwable e) {
            System.out.println(e.getMessage());
            return;
        }
        for (Statement s : stmts) {
            System.out.print(s.statement);
        }
    }",run the parser as a stand - alone tool sending output to standard out .,what,// Parses and prints all statements from the source provided in the first command-line argument.,0.842055619
74,"private void doWarmStartIfNotNull(Object warmSolution) throws FailedToFitException
    {
        if(warmSolution != null )
        {
            if(warmSolution instanceof SimpleWeightVectorModel)
            {
                SimpleWeightVectorModel warm = (SimpleWeightVectorModel) warmSolution;
                if(warm.numWeightsVecs() != ws.length)
                    throw new FailedToFitException(""Warm solution has "" + warm.numWeightsVecs() + "" weight vectors instead of "" + ws.length);
                for(int i = 0; i < ws.length; i++)
                {
                    warm.getRawWeight(i).copyTo(ws[i]);
                    if(useBiasTerm)
                        bs[i] = warm.getBias(i);
                }
            }
            else
                throw new FailedToFitException(""Can not warm warm from "" + warmSolution.getClass().getCanonicalName());
        }
    }",performs a warm start if the given object is of the appropriate class .,what,Initializes the model's weights and biases from the provided warm start solution.,0.8646232485771179
75,"@GET
    @Path(""/enumdef/guid/{guid}"")
    @Produces(Servlets.JSON_MEDIA_TYPE)
    public AtlasEnumDef getEnumDefByGuid(@PathParam(""guid"") String guid) throws AtlasBaseException {
        AtlasEnumDef ret = typeDefStore.getEnumDefByGuid(guid);

        return ret;
    }",get the enum definition for the given guid,why,"```java
// Exposes a REST endpoint to fetch an enum definition by its GUID.
```",0.8545394539833069
76,"	   public void removeGestureHandler(MultimodalGestureHandler gestureHandler) {
	      gestureHandlers.remove(gestureHandler);
	   } // removeGestureHandler
",removes a gesture handler from the recogniser,what,// Unregisters a gesture handler.,0.8978295922279358
77,"     public void setLegajoCa83AntigAnt(int newValue) throws DataStoreException {
          setInt(LEGAJO_CA_83_ANTIG_ANT, newValue);
     }
",set the value of the legajo ca 83 antig ant column for the current row,what,"```java
// Sets the employee's previous seniority for the CA83 calculation.
```",0.823204756
78,"private void validateExplicitHashKey(final String explicitHashKey){
  if (explicitHashKey == null) {
    return;
  }
  BigInteger b=null;
  try {
    b=new BigInteger(explicitHashKey);
    if (b.compareTo(UINT_128_MAX) > 0 || b.compareTo(BigInteger.ZERO) < 0) {
      throw new IllegalArgumentException(""Invalid explicitHashKey, must be greater or equal to zero and less than or equal to (2^128 - 1), got "" + explicitHashKey);
    }
  }
 catch (  NumberFormatException e) {
    throw new IllegalArgumentException(""Invalid explicitHashKey, must be an integer, got "" + explicitHashKey);
  }
}
",validate the explicit hash key of an input kinesis user record .,what,// Validates the explicit hash key string represents a number within the unsigned 128-bit integer range.,0.8649561405181885
79,"public MethodHandleConstant addMethodHandle(MethodHandleType mhType,
                                              ConstantPoolEntry cpEntry)
  {
    MethodHandleConstant entry = getMethodHandle(mhType, cpEntry);

    if (entry != null) {
      return entry;
    }

    entry = new MethodHandleConstant(this, _entries.size(), mhType, cpEntry);

    addConstant(entry);

    return entry;
  }",adds a method ref constant .,what,"Adds a `MethodHandle` constant to the constant pool, reusing an existing entry if a match is found.",0.8709695339202881
80,"public static Object withInputStream(Path self, @ClosureParams(value = SimpleType.class, options = ""java.io.InputStream"") Closure closure) throws IOException {
        return IOGroovyMethods.withStream(newInputStream(self), closure);
    }",create a new inputstream for this file and passes it into the closure .,how-it-is-done,Delegates to the withStream method with a new InputStream from this path.,0.8818759322166443
81,"static private byte[] classToBytes(Class c){
  return classNameToBytes(c.getName());
}
",returns the bytes used to represent a class in an oplog .,how-to-use,// Get the byte representation of a given Class's name.,0.8902297019958496
82,"public void setupMIC ( byte[] type1, byte[] type2 ) throws GeneralSecurityException, IOException {
        byte[] sk = this.masterKey;
        if ( sk == null ) {
            return;
        }
        MessageDigest mac = Crypto.getHMACT64(sk);
        mac.update(type1);
        mac.update(type2);
        byte[] type3 = toByteArray();
        mac.update(type3);
        setMic(mac.digest());
    }",sets the mic,noisy,"// Calculate the MIC by creating an HMACT64 digest with the master key, updating it with type1, type2, and the object's byte array, and then setting the result.",0.8181601166725159
83,"public void stopStartedContainers(boolean keepContainer,
                                      boolean removeVolumes,
                                      boolean removeCustomNetworks,
                                      GavLabel gavLabel)
        throws DockerAccessException, ExecException {
        Set<Network> networksToRemove = new HashSet<>();
        for (ContainerTracker.ContainerShutdownDescriptor descriptor : tracker.removeShutdownDescriptors(gavLabel)) {
            collectCustomNetworks(networksToRemove, descriptor, removeCustomNetworks);
            shutdown(descriptor, keepContainer, removeVolumes);
        }
        removeCustomNetworks(networksToRemove);
    }",stop all registered container,what,"Stops all containers matching the given label, optionally removing their volumes and custom networks.",0.8554373979568481
84,"public JsStatement setDate(DateOption dateOption)
	{
		return new JsQuery(this).$().chain(""datepicker"", ""'setDate'"",
			dateOption != null ? dateOption.getJavascriptOption() : null);
	}",method to set the date of the datepicker,why,"```java
// Programmatically sets the current date of the datepicker widget.
```",0.8956659436225891
85,"    public double evaluate(double x, double epsilon) throws MathException {
        return evaluate(x, epsilon, Integer.MAX_VALUE);
    }
",evaluates the continued fraction at the value x,what,Evaluates the function with a default maximum number of iterations.,0.8547683358192444
86,"public RecursiveZipHandler(List<String> subResourceNames,String collectionName,DeltaHandler<ResourceNode> parentHandler){
  this.parentHandler=parentHandler;
  this.collectionName=collectionName;
  processCount=new AtomicInteger(subResourceNames.size());
  nodes=new ArrayList<>();
  xDeltaResponseNumber=new AtomicInteger(0);
}
",creates an new instance of the recursiveziphandler .,what,Initializes the handler to process a known number of sub-resources for a collection.,0.8460937142372131
87,"	final private void addShapeNodeToScene(GL20Node node) {
		GL20ResourceShape shapeResource = (GL20ResourceShape)node.getResource();

		if (shapeResource.getResourceClassType() != GL20Resource.GL20RESOURCE_SHAPE_LINE_STRIP)
			opaqueShaderNodes.add(node);
		else
			lineStripNodes.add(node);
			
		if (node.getSelectionState() != 0)
			selectedNodes.add(node);
	}
",add a gl20node with a gl20resourceshape resource to the scene,how-it-is-done,"```java
// Sorts the node into the appropriate render list (opaque or line-strip) and into the selection list if needed.
```",0.8305484056472778
88,"@SuppressWarnings({""unchecked""}) public FinalizableReferenceQueue(){
  ReferenceQueue<Object> queue;
  boolean threadStarted=false;
  try {
    queue=(ReferenceQueue<Object>)startFinalizer.invoke(null,FinalizableReference.class,this);
    threadStarted=true;
  }
 catch (  IllegalAccessException e) {
    throw new AssertionError(e);
  }
catch (  Throwable t) {
    logger.log(Level.INFO,""Failed to start reference finalizer thread."" + "" Reference cleanup will only occur when new references are"" + "" created."",t);
    queue=new ReferenceQueue<Object>();
  }
  this.queue=queue;
  this.threadStarted=threadStarted;
}
",constructs a new queue .,what,"Starts the background finalizer thread, creating a new reference queue as a fallback.",0.8923825621604919
89,"public static <T,U extends InputStream>T withStream(U stream,@ClosureParams(value=FirstParam.class) Closure<T> closure) throws IOException {
  try {
    T result=closure.call(stream);
    InputStream temp=stream;
    stream=null;
    temp.close();
    return result;
  }
  finally {
    closeWithWarning(stream);
  }
}
","allows this input stream to be used within the closure , ensuring that it is flushed and closed before this method returns .",why,"```java
// Provides a stream to a closure and ensures the stream is closed automatically.
```",0.853694499
90,"    public void run(WorkData data) {
        try {
            Item item = (Item) data.getAttribute(""item"");
            if (item == null) {
                logger.warn(""item is null on command "" + getName());
                return;
            }
            DbQuery query = DbManager.getInstance().createQuery(getApplication().getProperty(""items-table"") + ""_comments"");
            query.addAndPredicate(""item_id"", item.getId(), DbQuery.EQUALS);
            List comments =DbManager.getInstance().select(query);
            data.setAttribute(""comments"",comments);
        } catch (Exception e) {
            logger.error(""cannot execute commnad "" + getName(), e);
        }

    }
",main processing method for the abstractcommand object,why,"```java
// Retrieve all comments from the database that are associated with the given item.
```",0.8358592391014099
91,"public static boolean implementsZeroArgMethod(ClassNode classNode,String methodName){
  return implementsMethod(classNode,methodName,new Class[0]);
}
",tests whether the clasnode implements the specified method name,what,Checks if the given class implements the specified zero-argument method.,0.9057573676109314
92,"	public boolean isManyToMany(AbstractType from, AbstractType to) {
		return isRelatedBy(from, to, Association.ManyToMany);
	}
",returns true if the association between the two entities is many to many,property,Whether the association between the two types is many-to-many.,0.8968244194984436
93,"  public void resetGUI(){
	 stateLabel = null;
  }
",will set statelabel to null,what,"```java
// Resets the state label.
```",0.8452187180519104
94,"@NotNull public static String normalize(@NotNull String path){
  int start=0;
  boolean separator=false;
  if (SystemInfo.isWindows) {
    if (path.startsWith(""//"")) {
      start=2;
      separator=true;
    }
 else     if (path.startsWith(""\\\\"")) {
      return normalizeTail(0,path,false);
    }
  }
  for (int i=start; i < path.length(); ++i) {
    final char c=path.charAt(i);
    if (c == '/') {
      if (separator) {
        return normalizeTail(i,path,true);
      }
      separator=true;
    }
 else     if (c == '\\') {
      return normalizeTail(i,path,separator);
    }
 else {
      separator=false;
    }
  }
  return path;
}
","converts back slashes to forward slashes removes double slashes inside the path , e . g . "" x / y / / z "" = > "" x / y / z """,noisy,"```java
// This is an optimized version of normalize which first scans the path to check if it needs normalization at all, avoiding a new string allocation.
```",0.8099483251571655
95,"        public void show() {
            refresh();
            mujmail.getDisplay().setCurrent( this);
        }
",shows the clear database form,what,Refreshes the view and sets it as the current display.,0.8416188955307007
96,"public V put(K key,V value){
  m_keys.add(key);
  m_values.add(value);
  return null;
}
",put key & value,noisy,"```java
// Add the given key and value, always returning null since we don't replace existing entries.
```",0.8335365056991577
97,"public V get(Map<?, V> map){
		for (Object k : keys){
			V v = map.get(k);
			if (v != null){
				return v;
			}
		}
		return null;
	}",get the first matching value in the map .,what,Returns the first non-null value from the map for a prioritized list of keys.,0.8981344699859619
98,"private void obtainButtonBarBackground() {
        try {
            setButtonBarBackgroundColor(ThemeUtil.getColor(this, R.attr.buttonBarBackground));
        } catch (NotFoundException e) {
            int resourceId = ThemeUtil.getResId(this, R.attr.buttonBarBackground, -1);

            if (resourceId != -1) {
                setButtonBarBackground(resourceId);
            } else {
                setButtonBarBackground(null);
            }
        }
    }",obtains the background of the button bar from the activity ' s theme .,what,// Applies the background specified by the theme's `buttonBarBackground` attribute.,0.8811078667640686
99,"	public void reset() {

		boolean wasTimerRunning = false;

		// Timer running?
		if (this.timer != null) {

			wasTimerRunning = true;

			// Stop the timer.
			stop();
		}

		// Reset remaining timer delay to initial value.
		this.remainingDelayMillis = this.delayMillis;

		// Was timer running?
		if (wasTimerRunning) {

			// Restart the timer.
			start();
		}
	}
",reset the timer,what,"Resets the timer to its initial delay, restarting it if it was already active.",0.8696040511131287
100,"    public String getName () {
        return document_name;
    }
",retrieve the name property,what,Returns the name of the document.,0.893520713
101,"	private JLabel getJlFirstName() {
		if(jlFirstName == null) {
			jlFirstName = new JLabel(""First name:"");
		}

		return jlFirstName;
	}
",get the first name label,what,// Lazily initializes and returns the 'First name:' label.,0.8856022357940674
102,"public static long[] preprocessSpooky4(final BitVector bv,final long seed){
  final long length=bv.length();
  if (length < Long.SIZE * 2)   return null;
  final long[] state=new long[4 * (int)(length + Long.SIZE * 2) / (4 * Long.SIZE)];
  long h0, h1, h2, h3;
  h0=seed;
  h1=seed;
  h2=ARBITRARY_BITS;
  h3=ARBITRARY_BITS;
  long remaining=length;
  long pos=0;
  int p=0;
  for (; ; ) {
    h2+=bv.getLong(pos + 0 * Long.SIZE,pos + 1 * Long.SIZE);
    h3+=bv.getLong(pos + 1 * Long.SIZE,pos + 2 * Long.SIZE);
    h2=Long.rotateLeft(h2,50);
    h2+=h3;
    h0^=h2;
    h3=Long.rotateLeft(h3,52);
    h3+=h0;
    h1^=h3;
    h0=Long.rotateLeft(h0,30);
    h0+=h1;
    h2^=h0;
    h1=Long.rotateLeft(h1,41);
    h1+=h2;
    h3^=h1;
    h2=Long.rotateLeft(h2,54);
    h2+=h3;
    h0^=h2;
    h3=Long.rotateLeft(h3,48);
    h3+=h0;
    h1^=h3;
    h0=Long.rotateLeft(h0,38);
    h0+=h1;
    h2^=h0;
    h1=Long.rotateLeft(h1,37);
    h1+=h2;
    h3^=h1;
    h2=Long.rotateLeft(h2,62);
    h2+=h3;
    h0^=h2;
    h3=Long.rotateLeft(h3,34);
    h3+=h0;
    h1^=h3;
    h0=Long.rotateLeft(h0,5);
    h0+=h1;
    h2^=h0;
    h1=Long.rotateLeft(h1,36);
    h1+=h2;
    h3^=h1;
    state[p + 0]=h0;
    state[p + 1]=h1;
    state[p + 2]=h2;
    state[p + 3]=h3;
    p+=4;
    if (remaining >= Long.SIZE * 6) {
      h0+=bv.getLong(pos + 2 * Long.SIZE,pos + 3 * Long.SIZE);
      h1+=bv.getLong(pos + 3 * Long.SIZE,pos + 4 * Long.SIZE);
      remaining-=4 * Long.SIZE;
      pos+=4 * Long.SIZE;
    }
 else     return state;
  }
}
",preprocesses a bit vector so that spookyhash 4 - word - state can be computed in constant time on all prefixes .,why,// Precomputes intermediate SpookyHash states to enable fast hashing of the bit vector's prefixes.,0.8843135833740234
103,"    public void print(String destDir, String lineSeparator) {

        String name = getLocalName();

        //-- open output file
        String filename = getFilename(destDir);

        File file = new File(filename);
        JSourceWriter jsw = null;
        try {
            jsw = new JSourceWriter(new FileWriter(file));
        }
        catch(java.io.IOException ioe) {
            System.out.println(""unable to create class file: "" + filename);
            return;
        }
        if (lineSeparator == null) {
            lineSeparator = System.getProperty(""line.separator"");
        }
        jsw.setLineSeparator(lineSeparator);
        print(jsw);
        jsw.close();
        
    } //-- print
",prints the source code for this jstructure to the destination directory,what,"```java
    // Prints the source code for this object to the specified directory.
```",0.8631712198257446
104,"protected static ISREInstall getSREInstallFor(ILaunchConfiguration configuration,
			ILaunchConfigurationAccessor configAccessor,
			IJavaProjectAccessor projectAccessor) throws CoreException {
		assert configAccessor != null;
		assert projectAccessor != null;
		final ISREInstall sre;
		if (configAccessor.getUseProjectSREFlag(configuration)) {
			sre = getProjectSpecificSRE(configuration, true, projectAccessor);
		} else if (configAccessor.getUseSystemSREFlag(configuration)) {
			sre = SARLRuntime.getDefaultSREInstall();
			verifySREValidity(sre, sre.getId());
		} else  {
			final String runtime = configAccessor.getSREId(configuration);
			sre = SARLRuntime.getSREFromId(runtime);
			verifySREValidity(sre, runtime);
		}

		if (sre == null) {
			throw new CoreException(SARLEclipsePlugin.getDefault().createStatus(IStatus.ERROR,
					Messages.SARLLaunchConfigurationDelegate_0));
		}

		return sre;
	}",replies the sre installation to be used for the given configuration .,why,"```java
// Resolve which SARL Runtime Environment (SRE) to use for the launch based on its configuration settings.
```",0.8573077321052551
105,"	public void subtractTimeUnits(int timeUnits) {
		AppContext.getDataManager().markForUpdate(this);
		this.timeUnits -= timeUnits;
	}
",subtracts timeunits from the unit timeunits,what,"```java
// Subtracts the given number of time units from the total.
```",0.8428540825843811
106,"    public Walker at(String state) {
        if (!getProcessInstance().isActive(state)) {
            throw new RuntimeException(""State '"" + state + ""' not reached."");
        }
        return this;
    }
",checks if the walker is at the specified state,what,Asserts that the process is currently in the specified state.,0.9138404726982117
107,"	protected void addValuePropertyDescriptor(Object object) {
		itemPropertyDescriptors.add
			(createItemPropertyDescriptor
				(((ComposeableAdapterFactory)adapterFactory).getRootAdapterFactory(),
				 getResourceLocator(),
				 getString(""_UI_RandomListType_value_feature""),
				 getString(""_UI_PropertyDescriptor_description"", ""_UI_RandomListType_value_feature"", ""_UI_RandomListType_type""),
				 Schema1Package.eINSTANCE.getRandomListType_Value(),
				 true,
				 ItemPropertyDescriptor.REAL_VALUE_IMAGE,
				 null,
				 null));
	}
",this adds a property descriptor for the value feature,why,// This adds a property descriptor for the Value feature.,0.95783639
108,"	public void startServing() {
		log.trace(""start serving"");
		// notify all clients that serving started
		myServer.startServing(intCurrentPageNum, intPageNum, strSplitedFileDir,
				strPdfFileName);
	}
",map start serving method to gui components,why,// Broadcast the file details so clients can begin processing.,0.8608641624450684
109,"void append(@NonNull Node<E> first, @NonNull Node<E> last) {
    for (;;) {
      Node<E> t = tail;
      if (casTail(t, last)) {
        t.lazySetNext(first);
        if (factory == OPTIMISIC) {
          return;
        }
        for (;;) {
          first.complete();
          if (first == last) {
            return;
          }
          Node<E> next = first.getNextRelaxed();
          if (next.value == null) {
            first.next = null; // reduce nepotism
          }
          first = next;
        }
      }
      Node<E> node = transferOrCombine(first, last);
      if (node == null) {
        first.await();
        return;
      } else if (node != first) {
        last = node;
      }
    }
  }",adds the linked list of nodes to the queue .,how-it-is-done,"Atomically appends the chain via a CAS loop, attempting to transfer or combine with other operations on contention.",0.8563675880432129
110,"        public void error(final TransformerException e) {
            getListener().error(""xsddoc caused an error: "" + XMLUtil.getLocallizedMessageAndLocation(e));
        }
",handler for errors in transformations,why,"```java
        // Report a transformation error with its location to the listener.
        public void error(final TransformerException e) {
            getListener().error(""xsddoc caused an error: "" + XMLUtil.getLocallizedMessageAndLocation(e));
        }
```",0.7730151414871216
111,"public long rangeCount(final boolean exact,final Resource s,final URI p,final Value o,final Resource... c) throws Exception {
  if (c == null) {
    throw new IllegalArgumentException();
  }
  final UUID uuid=UUID.randomUUID();
  final ConnectOptions opts=mgr.newQueryConnectOptions(sparqlEndpointURL,uuid,tx);
  opts.addRequestParam(""ESTCARD"");
  if (exact) {
    opts.addRequestParam(""exact"",""true"");
  }
  if (s != null) {
    opts.addRequestParam(""s"",EncodeDecodeValue.encodeValue(s));
  }
  if (p != null) {
    opts.addRequestParam(""p"",EncodeDecodeValue.encodeValue(p));
  }
  if (o != null) {
    opts.addRequestParam(""o"",EncodeDecodeValue.encodeValue(o));
  }
  opts.addRequestParam(""c"",EncodeDecodeValue.encodeContexts(c));
  JettyResponseListener resp=null;
  try {
    opts.setAcceptHeader(ConnectOptions.MIME_APPLICATION_XML);
    checkResponseCode(resp=doConnect(opts));
    final RangeCountResult result=rangeCountResults(resp);
    return result.rangeCount;
  }
  finally {
    if (resp != null)     resp.abort();
  }
}
",perform a range count on the statement indices for a given triple ( quad ) pattern .,why,// Query the remote endpoint for an estimated (or exact) count of triples matching the given pattern.,0.8744319677352905
112,"public static Pattern selection(Pattern pattern1, Pattern pattern2)
   {
      if (pattern1 == null || pattern2 == null)
      {
         throw new IllegalArgumentException(""Neither pattern can be null"");
      }
      return new SelectPattern(pattern1, pattern2);
   }",a pattern which matches pattern1 followed by pattern2 and returns the longer of the two matches .,how-it-is-done,Wraps the two patterns in a new `SelectPattern` instance.,0.8431874513626099
113,"public boolean isEnabled(LintCategory lc){
  return values.contains(lc);
}
",checks if a warning category is enabled .,what,Checks if the given lint category is present in the set of enabled categories.,0.9006115794181824
114,"public String consumeAttributeKey(){
  int start=pos;
  while (!isEmpty() && (matchesWord() || matchesAny('-','_',':')))   pos++;
  return queue.substring(start,pos);
}
","consume an attribute key off the queue ( letter , digit , - , _ , : "" )",noisy,"```java
// Pulls a string of contiguous alphanumeric characters, plus dashes, underscores, and colons, from the queue to form an attribute key.
```",0.8210827112197876
115,"    public boolean isSuccessful() {
        return isProcessingSuccessful;
    }
",indicates whether the processing was successful,what,Returns whether the processing was successful.,0.9936409592628479
116,"public static int[] copyOfRange(int[] original,int start,int end){
  if (start <= end) {
    if (original.length >= start && 0 <= start) {
      int length=end - start;
      int copyLength=Math.min(length,original.length - start);
      int[] copy=new int[length];
      System.arraycopy(original,start,copy,0,copyLength);
      return copy;
    }
    throw new ArrayIndexOutOfBoundsException();
  }
  throw new IllegalArgumentException();
}
","copies elements in original array to a new array , from index start ( inclusive ) to end ( exclusive ) .",how-it-is-done,Creates an array of the target length and populates it with a calculated number of elements from the original using `System.arraycopy`.,0.8360705971717834
117,"public static String trimSize(String str,int size){
  if (str == null)   return str;
  if (size <= 0)   throw new IllegalArgumentException(""Trim size invalid: "" + size);
  int length=str.length();
  if (length < size / 2)   return str;
  try {
    byte[] bytes=str.getBytes(""UTF-8"");
    if (bytes.length <= size)     return str;
    byte[] result=new byte[size];
    System.arraycopy(bytes,0,result,0,size);
    return new String(result,""UTF-8"");
  }
 catch (  UnsupportedEncodingException e) {
    log.log(Level.SEVERE,str,e);
  }
  return str;
}
",trim to max byte size,why,"```java
// Truncate a string to a specific byte length to prevent exceeding storage or transmission limits.
```",0.8459770083427429
118,"  private void storeDefaultBeans() {
    //the session bean
    m_WebSession.setAttribute(""jwma.session"", this);
    //the HtmlHelper bean
    m_WebSession.setAttribute(""jwma.htmlhelper"", m_HtmlHelper);
    //a reference to the i18n classloader
    m_WebSession.setAttribute(""jwma.resourceloader"", JwmaKernel.getReference().getResourceClassLoader());
  }//storeDefaultBeans
",stores the default beans of any session,what,"```java
// Binds the default application beans to the web session.
```",0.872112513
119,"	public int logIntoAccount(String username, String passwort) throws ConnectionException{
		String command = ""do?a=PlayerAction&cmd=logIntoAccount"";
		String message;
		String response;
		int responseCode = 0;
		
		JSONStringer json = new JSONStringer();
		try {
			json.object();
			json.key(""nickname"").value(username);
			json.key(""password"").value(passwort);
			json.endObject();
			
			message = json.toString();
			System.out.println(json.toString());
			
			response = sendToServer(command, message);
			responseCode = extractResponseCode(response);
		} catch (Exception e) {
			throw new ConnectionException(""Fehler beim Einloggen: ""+e.getMessage());
		}
		
		return responseCode;
	}
",methode zum einloggen in ein spiel,noisy,"// Builds a JSON payload with the nickname and password, sends it to the server's 'logIntoAccount' endpoint, and returns the response code, throwing an exception on failure.",0.7794387340545654
