id,code,comment,label,GeneratedComment,BERTScore
62,"public String undo(){
  if (!canUndo()) {
    return """";
  }
  UndoAction undoAction=m_undoStack.get(m_nCurrentEditAction);
  m_bNeedsUndoAction=false;
  undoAction.undo();
  m_bNeedsUndoAction=true;
  m_nCurrentEditAction--;
  return undoAction.getUndoMsg();
}
",undo the last edit action performed on the network .,what,// Executes the most recent undo action and returns its message if possible.,0.8612267374992371
63,"@Override public Segment intersect(long from,long to){
  long start=Math.max(from,this.segmentStart);
  long end=Math.min(to,this.segmentEnd);
  if (start <= end) {
    return new SegmentRange(start,end);
  }
 else {
    return null;
  }
}
",returns a segment that is the intersection of this segment and the interval .,property,// Computes the intersection of the current segment with the specified range.,0.8889890313148499
64,"private static BigDecimal doAdd(final BigDecimal v1, final BigDecimal v2) {
        BigDecimal total = v1;
        if (v1 != null && v2 != null) {
            total = v1.add(v2);
        } else if (v2 != null) {
            total = v2;
        }
        return total;
    }",add 2 bigdecimal safely ( i . e . handles nulls as zeros ),noisy,"// Adds two BigDecimal values, handling nulls by returning the non-null value or zero.",0.847062886
65,"public static String getVMStatus(String hostIpPort, String id) throws TargetException {

		if(id.startsWith(""urn:uuid:"")) id = id.substring(9);
		String status = null;
		URL url = null;
		try {
			CookieHandler.setDefault(new CookieManager(null, CookiePolicy.ACCEPT_ALL));
			url = new URL(""http://"" + hostIpPort + ""/compute/"" + id);
		} catch (MalformedURLException e) {
			throw new TargetException(e);
		}

		HttpURLConnection httpURLConnection = null;
		DataInputStream in = null;
		try {
			httpURLConnection = (HttpURLConnection) url.openConnection();
			httpURLConnection.setRequestMethod(""GET"");
			httpURLConnection.setRequestProperty(""Accept"", ""application/json"");

			in = new DataInputStream(httpURLConnection.getInputStream());
			ByteArrayOutputStream out = new ByteArrayOutputStream();
			Utils.copyStreamSafely(in, out);

			// Parse JSON response to extract VM status
			ObjectMapper objectMapper = new ObjectMapper();
			JsonResponse rsp = objectMapper.readValue(out.toString( ""UTF-8"" ), JsonResponse.class);
			status = rsp.getState();

		} catch (IOException e) {
			throw new TargetException(e);

		}  finally {
			Utils.closeQuietly(in);
			if (httpURLConnection != null) {
				httpURLConnection.disconnect();
			}
		}

		return status;
	}",retrieves vm status ( tested on ca only ) .,how-to-use,// Retrieves the VM status by making a GET request to the specified host using its ID.,0.8484727740287781
66,"	public int getSequenceNumber() {
		if (sequenceNumber == null)
			return Integer.MAX_VALUE;
  
		return sequenceNumber.getValue();
	}
",returns the flaps sequence number,property,// Returns the sequence number or Integer.MAX_VALUE if it's not set.,0.8624505996704102
67,"public String buildSelectDeleteFileMode(String htmlAttributes) {

        List<String> options = new ArrayList<String>(2);
        options.add(key(Messages.GUI_PREF_PRESERVE_SIBLINGS_0));
        options.add(key(Messages.GUI_PREF_DELETE_SIBLINGS_0));
        List<String> values = new ArrayList<String>(2);
        values.add(String.valueOf(CmsResource.DELETE_PRESERVE_SIBLINGS));
        values.add(String.valueOf(CmsResource.DELETE_REMOVE_SIBLINGS));
        int selectedIndex = values.indexOf(getParamTabDiDeleteFileMode());
        return buildSelect(htmlAttributes, options, values, selectedIndex);
    }",builds the html for the default delete file mode select box .,why,// Constructs a select dropdown for file deletion modes with corresponding display options and values.,0.8886880874633789
68,"public static AccessibilityNodeInfoCompat searchFocus(TraversalStrategy traversal,AccessibilityNodeInfoCompat currentFocus,int direction,NodeFilter filter){
  if (traversal == null || currentFocus == null) {
    return null;
  }
  if (filter == null) {
    filter=DEFAULT_FILTER;
  }
  AccessibilityNodeInfoCompat targetNode=AccessibilityNodeInfoCompat.obtain(currentFocus);
  Set<AccessibilityNodeInfoCompat> seenNodes=new HashSet<>();
  try {
    do {
      seenNodes.add(targetNode);
      targetNode=traversal.findFocus(targetNode,direction);
      if (seenNodes.contains(targetNode)) {
        LogUtils.log(AccessibilityNodeInfoUtils.class,Log.ERROR,""Found duplicate during traversal: %s"",targetNode.getInfo());
        return null;
      }
    }
 while (targetNode != null && !filter.accept(targetNode));
  }
  finally {
    AccessibilityNodeInfoUtils.recycleNodes(seenNodes);
  }
  return targetNode;
}
",search focus that satisfied specified node filter from currentfocus to specified direction according to ordertraversal strategy,how-it-is-done,"// Traverses nodes in a specified direction, applying a filter to find the next focusable node.",0.8678753972053528
69,"public static Integer findLimit(Map<String,String> operatorProperties) throws PlanGenException {
  String limitStr=getOptionalProperty(LIMIT,operatorProperties);
  if (limitStr == null) {
    return null;
  }
  Integer limit=Integer.parseInt(limitStr);
  if (limit < 0) {
    throw new PlanGenException(""Limit must be equal to or greater than 0"");
  }
  return limit;
}
","this function finds the "" limit "" value in the operator ' s properties .",what,"// Retrieves and validates the 'limit' from operator properties, ensuring it is a non-negative integer.",0.8815059661865234
70,"public static boolean isFullCopyDetached(Volume volume,DbClient dbClient){
  boolean result=false;
  String replicaState=volume.getReplicaState();
  if (!isVolumeFullCopy(volume,dbClient) && replicaState != null && !replicaState.isEmpty()) {
    ReplicationState state=ReplicationState.getEnumValue(replicaState);
    if (state != null && state == ReplicationState.DETACHED) {
      result=true;
    }
  }
  return result;
}
",check if the full copy is detached .,what,// Checks if the given volume is a detached full copy based on its replica state.,0.8959401249885559
71,"public static final String decode(String s,String enc) throws MalformedURLException, UnsupportedEncodingException {
  try {
    return URLDecoder.decode(s,enc);
  }
 catch (  IllegalArgumentException iae) {
    MalformedURLException mue=new MalformedURLException(""Invalid URI encoding: "" + s);
    mue.initCause(iae);
    throw mue;
  }
}
",decode a uri string ( according to rfc 2396 ) .,how-it-is-done,"// Decodes a URL-encoded string using the specified character encoding, throwing an exception for invalid inputs.",0.8453930616378784
72,"  public void setNumFolds(int numFolds) {

    if (numFolds < 0) {
      throw new IllegalArgumentException(""Number of folds has to be positive or zero."");
    }
    m_NumFolds = numFolds;
  }
",sets the number of folds the dataset is split into,what,"// Sets the number of folds, ensuring it is non-negative.",0.8818747401237488
73,"public static void main(String args[]) {
        Statement stmts[] = null;
        try {
            stmts = getStatements(args[0]);
        } catch (Throwable e) {
            System.out.println(e.getMessage());
            return;
        }
        for (Statement s : stmts) {
            System.out.print(s.statement);
        }
    }",run the parser as a stand - alone tool sending output to standard out .,what,"// Retrieve and print statements based on the input argument, handling potential errors.",0.8442562818527222
74,"private void doWarmStartIfNotNull(Object warmSolution) throws FailedToFitException
    {
        if(warmSolution != null )
        {
            if(warmSolution instanceof SimpleWeightVectorModel)
            {
                SimpleWeightVectorModel warm = (SimpleWeightVectorModel) warmSolution;
                if(warm.numWeightsVecs() != ws.length)
                    throw new FailedToFitException(""Warm solution has "" + warm.numWeightsVecs() + "" weight vectors instead of "" + ws.length);
                for(int i = 0; i < ws.length; i++)
                {
                    warm.getRawWeight(i).copyTo(ws[i]);
                    if(useBiasTerm)
                        bs[i] = warm.getBias(i);
                }
            }
            else
                throw new FailedToFitException(""Can not warm warm from "" + warmSolution.getClass().getCanonicalName());
        }
    }",performs a warm start if the given object is of the appropriate class .,what,// Initializes weight vectors and biases from a provided warm start solution if valid.,0.8677190542221069
75,"@GET
    @Path(""/enumdef/guid/{guid}"")
    @Produces(Servlets.JSON_MEDIA_TYPE)
    public AtlasEnumDef getEnumDefByGuid(@PathParam(""guid"") String guid) throws AtlasBaseException {
        AtlasEnumDef ret = typeDefStore.getEnumDefByGuid(guid);

        return ret;
    }",get the enum definition for the given guid,why,// Retrieve the Enum Definition object based on the provided GUID.,0.8823934197425842
76,"	   public void removeGestureHandler(MultimodalGestureHandler gestureHandler) {
	      gestureHandlers.remove(gestureHandler);
	   } // removeGestureHandler
",removes a gesture handler from the recogniser,what,// Removes the specified gesture handler from the list of active handlers.,0.8838162422180176
77,"     public void setLegajoCa83AntigAnt(int newValue) throws DataStoreException {
          setInt(LEGAJO_CA_83_ANTIG_ANT, newValue);
     }
",set the value of the legajo ca 83 antig ant column for the current row,what,// Updates the LEGAJO_CA_83_ANTIG_ANT value in the data store.,0.8558281064033508
78,"private void validateExplicitHashKey(final String explicitHashKey){
  if (explicitHashKey == null) {
    return;
  }
  BigInteger b=null;
  try {
    b=new BigInteger(explicitHashKey);
    if (b.compareTo(UINT_128_MAX) > 0 || b.compareTo(BigInteger.ZERO) < 0) {
      throw new IllegalArgumentException(""Invalid explicitHashKey, must be greater or equal to zero and less than or equal to (2^128 - 1), got "" + explicitHashKey);
    }
  }
 catch (  NumberFormatException e) {
    throw new IllegalArgumentException(""Invalid explicitHashKey, must be an integer, got "" + explicitHashKey);
  }
}
",validate the explicit hash key of an input kinesis user record .,what,"// Validates that the explicitHashKey is a non-null integer within the range [0, 2^128 - 1].",0.8370898962020874
79,"public MethodHandleConstant addMethodHandle(MethodHandleType mhType,
                                              ConstantPoolEntry cpEntry)
  {
    MethodHandleConstant entry = getMethodHandle(mhType, cpEntry);

    if (entry != null) {
      return entry;
    }

    entry = new MethodHandleConstant(this, _entries.size(), mhType, cpEntry);

    addConstant(entry);

    return entry;
  }",adds a method ref constant .,what,// Retrieves or creates a MethodHandleConstant in the constant pool based on the given method handle type and entry.,0.8563962578773499
80,"public static Object withInputStream(Path self, @ClosureParams(value = SimpleType.class, options = ""java.io.InputStream"") Closure closure) throws IOException {
        return IOGroovyMethods.withStream(newInputStream(self), closure);
    }",create a new inputstream for this file and passes it into the closure .,how-it-is-done,// Executes the provided closure using an InputStream created from the specified file path.,0.8773735761642456
81,"static private byte[] classToBytes(Class c){
  return classNameToBytes(c.getName());
}
",returns the bytes used to represent a class in an oplog .,how-to-use,// Converts a Class object to its byte array representation using its name.,0.8690160512924194
82,"public void setupMIC ( byte[] type1, byte[] type2 ) throws GeneralSecurityException, IOException {
        byte[] sk = this.masterKey;
        if ( sk == null ) {
            return;
        }
        MessageDigest mac = Crypto.getHMACT64(sk);
        mac.update(type1);
        mac.update(type2);
        byte[] type3 = toByteArray();
        mac.update(type3);
        setMic(mac.digest());
    }",sets the mic,noisy,// Initializes the MIC using the master key and the provided type data to ensure data integrity.,0.8312883377075195
83,"public void stopStartedContainers(boolean keepContainer,
                                      boolean removeVolumes,
                                      boolean removeCustomNetworks,
                                      GavLabel gavLabel)
        throws DockerAccessException, ExecException {
        Set<Network> networksToRemove = new HashSet<>();
        for (ContainerTracker.ContainerShutdownDescriptor descriptor : tracker.removeShutdownDescriptors(gavLabel)) {
            collectCustomNetworks(networksToRemove, descriptor, removeCustomNetworks);
            shutdown(descriptor, keepContainer, removeVolumes);
        }
        removeCustomNetworks(networksToRemove);
    }",stop all registered container,what,"// Stops running containers associated with the given GavLabel, managing volumes and custom networks based on specified flags.",0.8311069011688232
84,"public JsStatement setDate(DateOption dateOption)
	{
		return new JsQuery(this).$().chain(""datepicker"", ""'setDate'"",
			dateOption != null ? dateOption.getJavascriptOption() : null);
	}",method to set the date of the datepicker,why,// Sets the date in the datepicker using the provided DateOption or null if unspecified.,0.8980082869529724
85,"    public double evaluate(double x, double epsilon) throws MathException {
        return evaluate(x, epsilon, Integer.MAX_VALUE);
    }
",evaluates the continued fraction at the value x,what,// Initiates the evaluation process with a maximum iteration limit for convergence.,0.8487034440040588
86,"public RecursiveZipHandler(List<String> subResourceNames,String collectionName,DeltaHandler<ResourceNode> parentHandler){
  this.parentHandler=parentHandler;
  this.collectionName=collectionName;
  processCount=new AtomicInteger(subResourceNames.size());
  nodes=new ArrayList<>();
  xDeltaResponseNumber=new AtomicInteger(0);
}
",creates an new instance of the recursiveziphandler .,what,"// Initializes a RecursiveZipHandler with resource names, a collection name, and a parent DeltaHandler.",0.8592057228088379
87,"	final private void addShapeNodeToScene(GL20Node node) {
		GL20ResourceShape shapeResource = (GL20ResourceShape)node.getResource();

		if (shapeResource.getResourceClassType() != GL20Resource.GL20RESOURCE_SHAPE_LINE_STRIP)
			opaqueShaderNodes.add(node);
		else
			lineStripNodes.add(node);
			
		if (node.getSelectionState() != 0)
			selectedNodes.add(node);
	}
",add a gl20node with a gl20resourceshape resource to the scene,how-it-is-done,// Adds the node to the appropriate collections based on its resource type and selection state.,0.8624045848846436
88,"@SuppressWarnings({""unchecked""}) public FinalizableReferenceQueue(){
  ReferenceQueue<Object> queue;
  boolean threadStarted=false;
  try {
    queue=(ReferenceQueue<Object>)startFinalizer.invoke(null,FinalizableReference.class,this);
    threadStarted=true;
  }
 catch (  IllegalAccessException e) {
    throw new AssertionError(e);
  }
catch (  Throwable t) {
    logger.log(Level.INFO,""Failed to start reference finalizer thread."" + "" Reference cleanup will only occur when new references are"" + "" created."",t);
    queue=new ReferenceQueue<Object>();
  }
  this.queue=queue;
  this.threadStarted=threadStarted;
}
",constructs a new queue .,what,"// Initializes a ReferenceQueue for finalizable objects, starting a cleanup thread if successful.",0.8573636412620544
89,"public static <T,U extends InputStream>T withStream(U stream,@ClosureParams(value=FirstParam.class) Closure<T> closure) throws IOException {
  try {
    T result=closure.call(stream);
    InputStream temp=stream;
    stream=null;
    temp.close();
    return result;
  }
  finally {
    closeWithWarning(stream);
  }
}
","allows this input stream to be used within the closure , ensuring that it is flushed and closed before this method returns .",why,"// Executes a closure with the provided InputStream, ensuring proper resource cleanup.",0.8605832457542419
90,"    public void run(WorkData data) {
        try {
            Item item = (Item) data.getAttribute(""item"");
            if (item == null) {
                logger.warn(""item is null on command "" + getName());
                return;
            }
            DbQuery query = DbManager.getInstance().createQuery(getApplication().getProperty(""items-table"") + ""_comments"");
            query.addAndPredicate(""item_id"", item.getId(), DbQuery.EQUALS);
            List comments =DbManager.getInstance().select(query);
            data.setAttribute(""comments"",comments);
        } catch (Exception e) {
            logger.error(""cannot execute commnad "" + getName(), e);
        }

    }
",main processing method for the abstractcommand object,why,// Fetch comments for the specified item and handle exceptions gracefully.,0.862493098
91,"public static boolean implementsZeroArgMethod(ClassNode classNode,String methodName){
  return implementsMethod(classNode,methodName,new Class[0]);
}
",tests whether the clasnode implements the specified method name,what,// Checks if the specified class implements a method with no arguments by name.,0.895479679
92,"	public boolean isManyToMany(AbstractType from, AbstractType to) {
		return isRelatedBy(from, to, Association.ManyToMany);
	}
",returns true if the association between the two entities is many to many,property,// Checks if a many-to-many relationship exists between two AbstractType instances.,0.8866421580314636
93,"  public void resetGUI(){
	 stateLabel = null;
  }
",will set statelabel to null,what,// Resets the GUI by clearing the state label reference.,0.8650868535041809
94,"@NotNull public static String normalize(@NotNull String path){
  int start=0;
  boolean separator=false;
  if (SystemInfo.isWindows) {
    if (path.startsWith(""//"")) {
      start=2;
      separator=true;
    }
 else     if (path.startsWith(""\\\\"")) {
      return normalizeTail(0,path,false);
    }
  }
  for (int i=start; i < path.length(); ++i) {
    final char c=path.charAt(i);
    if (c == '/') {
      if (separator) {
        return normalizeTail(i,path,true);
      }
      separator=true;
    }
 else     if (c == '\\') {
      return normalizeTail(i,path,separator);
    }
 else {
      separator=false;
    }
  }
  return path;
}
","converts back slashes to forward slashes removes double slashes inside the path , e . g . "" x / y / / z "" = > "" x / y / z """,noisy,// Normalizes file path separators based on the operating system.,0.819657564
95,"        public void show() {
            refresh();
            mujmail.getDisplay().setCurrent( this);
        }
",shows the clear database form,what,// Refresh display and set the current view to this instance.,0.842130721
96,"public V put(K key,V value){
  m_keys.add(key);
  m_values.add(value);
  return null;
}
",put key & value,noisy,// Adds a key-value pair to the collections and returns null.,0.8439793586730957
97,"public V get(Map<?, V> map){
		for (Object k : keys){
			V v = map.get(k);
			if (v != null){
				return v;
			}
		}
		return null;
	}",get the first matching value in the map .,what,// Retrieve the first non-null value from the map using the specified keys.,0.8953955769538879
98,"private void obtainButtonBarBackground() {
        try {
            setButtonBarBackgroundColor(ThemeUtil.getColor(this, R.attr.buttonBarBackground));
        } catch (NotFoundException e) {
            int resourceId = ThemeUtil.getResId(this, R.attr.buttonBarBackground, -1);

            if (resourceId != -1) {
                setButtonBarBackground(resourceId);
            } else {
                setButtonBarBackground(null);
            }
        }
    }",obtains the background of the button bar from the activity ' s theme .,what,"// Sets the button bar background color based on the current theme, handling resource not found gracefully.",0.876530111
99,"	public void reset() {

		boolean wasTimerRunning = false;

		// Timer running?
		if (this.timer != null) {

			wasTimerRunning = true;

			// Stop the timer.
			stop();
		}

		// Reset remaining timer delay to initial value.
		this.remainingDelayMillis = this.delayMillis;

		// Was timer running?
		if (wasTimerRunning) {

			// Restart the timer.
			start();
		}
	}
",reset the timer,what,"// Resets the timer to its initial delay, restarting it if it was previously running.",0.869422197
100,"    public String getName () {
        return document_name;
    }
",retrieve the name property,what,// Returns the name of the document.,0.8727096915245056
101,"	private JLabel getJlFirstName() {
		if(jlFirstName == null) {
			jlFirstName = new JLabel(""First name:"");
		}

		return jlFirstName;
	}
",get the first name label,what,// Lazy initializes and returns the JLabel for the first name field.,0.8792263865470886
102,"public static long[] preprocessSpooky4(final BitVector bv,final long seed){
  final long length=bv.length();
  if (length < Long.SIZE * 2)   return null;
  final long[] state=new long[4 * (int)(length + Long.SIZE * 2) / (4 * Long.SIZE)];
  long h0, h1, h2, h3;
  h0=seed;
  h1=seed;
  h2=ARBITRARY_BITS;
  h3=ARBITRARY_BITS;
  long remaining=length;
  long pos=0;
  int p=0;
  for (; ; ) {
    h2+=bv.getLong(pos + 0 * Long.SIZE,pos + 1 * Long.SIZE);
    h3+=bv.getLong(pos + 1 * Long.SIZE,pos + 2 * Long.SIZE);
    h2=Long.rotateLeft(h2,50);
    h2+=h3;
    h0^=h2;
    h3=Long.rotateLeft(h3,52);
    h3+=h0;
    h1^=h3;
    h0=Long.rotateLeft(h0,30);
    h0+=h1;
    h2^=h0;
    h1=Long.rotateLeft(h1,41);
    h1+=h2;
    h3^=h1;
    h2=Long.rotateLeft(h2,54);
    h2+=h3;
    h0^=h2;
    h3=Long.rotateLeft(h3,48);
    h3+=h0;
    h1^=h3;
    h0=Long.rotateLeft(h0,38);
    h0+=h1;
    h2^=h0;
    h1=Long.rotateLeft(h1,37);
    h1+=h2;
    h3^=h1;
    h2=Long.rotateLeft(h2,62);
    h2+=h3;
    h0^=h2;
    h3=Long.rotateLeft(h3,34);
    h3+=h0;
    h1^=h3;
    h0=Long.rotateLeft(h0,5);
    h0+=h1;
    h2^=h0;
    h1=Long.rotateLeft(h1,36);
    h1+=h2;
    h3^=h1;
    state[p + 0]=h0;
    state[p + 1]=h1;
    state[p + 2]=h2;
    state[p + 3]=h3;
    p+=4;
    if (remaining >= Long.SIZE * 6) {
      h0+=bv.getLong(pos + 2 * Long.SIZE,pos + 3 * Long.SIZE);
      h1+=bv.getLong(pos + 3 * Long.SIZE,pos + 4 * Long.SIZE);
      remaining-=4 * Long.SIZE;
      pos+=4 * Long.SIZE;
    }
 else     return state;
  }
}
",preprocesses a bit vector so that spookyhash 4 - word - state can be computed in constant time on all prefixes .,why,// Process the BitVector 'bv' into a state array for SpookyHash4 based on the provided seed.,0.8710970282554626
103,"    public void print(String destDir, String lineSeparator) {

        String name = getLocalName();

        //-- open output file
        String filename = getFilename(destDir);

        File file = new File(filename);
        JSourceWriter jsw = null;
        try {
            jsw = new JSourceWriter(new FileWriter(file));
        }
        catch(java.io.IOException ioe) {
            System.out.println(""unable to create class file: "" + filename);
            return;
        }
        if (lineSeparator == null) {
            lineSeparator = System.getProperty(""line.separator"");
        }
        jsw.setLineSeparator(lineSeparator);
        print(jsw);
        jsw.close();
        
    } //-- print
",prints the source code for this jstructure to the destination directory,what,"// Creates and writes to an output file, using specified line separator.",0.8451334238052368
104,"protected static ISREInstall getSREInstallFor(ILaunchConfiguration configuration,
			ILaunchConfigurationAccessor configAccessor,
			IJavaProjectAccessor projectAccessor) throws CoreException {
		assert configAccessor != null;
		assert projectAccessor != null;
		final ISREInstall sre;
		if (configAccessor.getUseProjectSREFlag(configuration)) {
			sre = getProjectSpecificSRE(configuration, true, projectAccessor);
		} else if (configAccessor.getUseSystemSREFlag(configuration)) {
			sre = SARLRuntime.getDefaultSREInstall();
			verifySREValidity(sre, sre.getId());
		} else  {
			final String runtime = configAccessor.getSREId(configuration);
			sre = SARLRuntime.getSREFromId(runtime);
			verifySREValidity(sre, runtime);
		}

		if (sre == null) {
			throw new CoreException(SARLEclipsePlugin.getDefault().createStatus(IStatus.ERROR,
					Messages.SARLLaunchConfigurationDelegate_0));
		}

		return sre;
	}",replies the sre installation to be used for the given configuration .,why,// Retrieves the appropriate SRE installation based on launch configuration settings.,0.8710072636604309
105,"	public void subtractTimeUnits(int timeUnits) {
		AppContext.getDataManager().markForUpdate(this);
		this.timeUnits -= timeUnits;
	}
",subtracts timeunits from the unit timeunits,what,// Marks the current object for update and subtracts the specified time units.,0.8519625067710876
106,"    public Walker at(String state) {
        if (!getProcessInstance().isActive(state)) {
            throw new RuntimeException(""State '"" + state + ""' not reached."");
        }
        return this;
    }
",checks if the walker is at the specified state,what,// Checks if the specified state is active; throws an exception if not.,0.9033495187759399
107,"	protected void addValuePropertyDescriptor(Object object) {
		itemPropertyDescriptors.add
			(createItemPropertyDescriptor
				(((ComposeableAdapterFactory)adapterFactory).getRootAdapterFactory(),
				 getResourceLocator(),
				 getString(""_UI_RandomListType_value_feature""),
				 getString(""_UI_PropertyDescriptor_description"", ""_UI_RandomListType_value_feature"", ""_UI_RandomListType_type""),
				 Schema1Package.eINSTANCE.getRandomListType_Value(),
				 true,
				 ItemPropertyDescriptor.REAL_VALUE_IMAGE,
				 null,
				 null));
	}
",this adds a property descriptor for the value feature,why,// Adds a property descriptor for the 'value' feature of the RandomListType to facilitate UI property editing.,0.9296330213546753
108,"	public void startServing() {
		log.trace(""start serving"");
		// notify all clients that serving started
		myServer.startServing(intCurrentPageNum, intPageNum, strSplitedFileDir,
				strPdfFileName);
	}
",map start serving method to gui components,why,// Initiates the serving process and informs clients of the current page.,0.8680248856544495
109,"void append(@NonNull Node<E> first, @NonNull Node<E> last) {
    for (;;) {
      Node<E> t = tail;
      if (casTail(t, last)) {
        t.lazySetNext(first);
        if (factory == OPTIMISIC) {
          return;
        }
        for (;;) {
          first.complete();
          if (first == last) {
            return;
          }
          Node<E> next = first.getNextRelaxed();
          if (next.value == null) {
            first.next = null; // reduce nepotism
          }
          first = next;
        }
      }
      Node<E> node = transferOrCombine(first, last);
      if (node == null) {
        first.await();
        return;
      } else if (node != first) {
        last = node;
      }
    }
  }",adds the linked list of nodes to the queue .,how-it-is-done,"// Atomically appends a range of nodes to the tail, handling completion and potential contention.",0.8823637366294861
110,"        public void error(final TransformerException e) {
            getListener().error(""xsddoc caused an error: "" + XMLUtil.getLocallizedMessageAndLocation(e));
        }
",handler for errors in transformations,why,// Log the error message with context when a TransformerException occurs.,0.8538950085639954
111,"public long rangeCount(final boolean exact,final Resource s,final URI p,final Value o,final Resource... c) throws Exception {
  if (c == null) {
    throw new IllegalArgumentException();
  }
  final UUID uuid=UUID.randomUUID();
  final ConnectOptions opts=mgr.newQueryConnectOptions(sparqlEndpointURL,uuid,tx);
  opts.addRequestParam(""ESTCARD"");
  if (exact) {
    opts.addRequestParam(""exact"",""true"");
  }
  if (s != null) {
    opts.addRequestParam(""s"",EncodeDecodeValue.encodeValue(s));
  }
  if (p != null) {
    opts.addRequestParam(""p"",EncodeDecodeValue.encodeValue(p));
  }
  if (o != null) {
    opts.addRequestParam(""o"",EncodeDecodeValue.encodeValue(o));
  }
  opts.addRequestParam(""c"",EncodeDecodeValue.encodeContexts(c));
  JettyResponseListener resp=null;
  try {
    opts.setAcceptHeader(ConnectOptions.MIME_APPLICATION_XML);
    checkResponseCode(resp=doConnect(opts));
    final RangeCountResult result=rangeCountResults(resp);
    return result.rangeCount;
  }
  finally {
    if (resp != null)     resp.abort();
  }
}
",perform a range count on the statement indices for a given triple ( quad ) pattern .,why,"// Retrieves the count of resources in specified contexts, optionally filtered by exact matches.",0.8516475558280945
112,"public static Pattern selection(Pattern pattern1, Pattern pattern2)
   {
      if (pattern1 == null || pattern2 == null)
      {
         throw new IllegalArgumentException(""Neither pattern can be null"");
      }
      return new SelectPattern(pattern1, pattern2);
   }",a pattern which matches pattern1 followed by pattern2 and returns the longer of the two matches .,how-it-is-done,// Validates input patterns and returns a new SelectPattern combining them.,0.8559170365333557
113,"public boolean isEnabled(LintCategory lc){
  return values.contains(lc);
}
",checks if a warning category is enabled .,what,// Check if the specified LintCategory is currently enabled.,0.8955151438713074
114,"public String consumeAttributeKey(){
  int start=pos;
  while (!isEmpty() && (matchesWord() || matchesAny('-','_',':')))   pos++;
  return queue.substring(start,pos);
}
","consume an attribute key off the queue ( letter , digit , - , _ , : "" )",noisy,// Extract and return a key from the current position until a non-word character is encountered.,0.8277294039726257
115,"    public boolean isSuccessful() {
        return isProcessingSuccessful;
    }
",indicates whether the processing was successful,what,// Returns true if the processing was successful.,0.9030316472053528
116,"public static int[] copyOfRange(int[] original,int start,int end){
  if (start <= end) {
    if (original.length >= start && 0 <= start) {
      int length=end - start;
      int copyLength=Math.min(length,original.length - start);
      int[] copy=new int[length];
      System.arraycopy(original,start,copy,0,copyLength);
      return copy;
    }
    throw new ArrayIndexOutOfBoundsException();
  }
  throw new IllegalArgumentException();
}
","copies elements in original array to a new array , from index start ( inclusive ) to end ( exclusive ) .",how-it-is-done,"// Creates a new array by copying a specified range from the original array, ensuring valid indices and length constraints.",0.8515016436576843
117,"public static String trimSize(String str,int size){
  if (str == null)   return str;
  if (size <= 0)   throw new IllegalArgumentException(""Trim size invalid: "" + size);
  int length=str.length();
  if (length < size / 2)   return str;
  try {
    byte[] bytes=str.getBytes(""UTF-8"");
    if (bytes.length <= size)     return str;
    byte[] result=new byte[size];
    System.arraycopy(bytes,0,result,0,size);
    return new String(result,""UTF-8"");
  }
 catch (  UnsupportedEncodingException e) {
    log.log(Level.SEVERE,str,e);
  }
  return str;
}
",trim to max byte size,why,"// Trims the input string to a specified byte size, ensuring proper UTF-8 encoding.",0.8679581880569458
118,"  private void storeDefaultBeans() {
    //the session bean
    m_WebSession.setAttribute(""jwma.session"", this);
    //the HtmlHelper bean
    m_WebSession.setAttribute(""jwma.htmlhelper"", m_HtmlHelper);
    //a reference to the i18n classloader
    m_WebSession.setAttribute(""jwma.resourceloader"", JwmaKernel.getReference().getResourceClassLoader());
  }//storeDefaultBeans
",stores the default beans of any session,what,// Store default beans in the session for later use in the web application.,0.881342888
119,"	public int logIntoAccount(String username, String passwort) throws ConnectionException{
		String command = ""do?a=PlayerAction&cmd=logIntoAccount"";
		String message;
		String response;
		int responseCode = 0;
		
		JSONStringer json = new JSONStringer();
		try {
			json.object();
			json.key(""nickname"").value(username);
			json.key(""password"").value(passwort);
			json.endObject();
			
			message = json.toString();
			System.out.println(json.toString());
			
			response = sendToServer(command, message);
			responseCode = extractResponseCode(response);
		} catch (Exception e) {
			throw new ConnectionException(""Fehler beim Einloggen: ""+e.getMessage());
		}
		
		return responseCode;
	}
",methode zum einloggen in ein spiel,noisy,// Sends login credentials to the server and returns the response code.,0.7941411137580872
120,"public BinaryDictionary(Context context,ByteBuffer byteBuffer,int dicTypeId){
  if (byteBuffer != null) {
    if (byteBuffer.isDirect()) {
      mNativeDictDirectBuffer=byteBuffer;
    }
 else {
      mNativeDictDirectBuffer=ByteBuffer.allocateDirect(byteBuffer.capacity());
      byteBuffer.rewind();
      mNativeDictDirectBuffer.put(byteBuffer);
    }
    mDictLength=byteBuffer.capacity();
    mNativeDict=openNative(mNativeDictDirectBuffer,TYPED_LETTER_MULTIPLIER,FULL_WORD_FREQ_MULTIPLIER,mDictLength);
  }
  mDicTypeId=dicTypeId;
}
",create a dictionary from a byte buffer .,what,// Initializes a BinaryDictionary with a direct or allocated buffer from the provided ByteBuffer.,0.8850897550582886
